id action freq period
6 A42 P1 9-12
17 A20 P7 1-3
28 A44 P8 3-5
24 A14 P5 9-12
5 A32 P3 3-5
8 A58 P10 9-12
3 A95 P3 9-12
10 A96 P6 3-5
13 A48 P6 9-12
18 A11 P6 3-5
18 A53 P3 9-12
4 A76 P4 3-5
24 A99 P6 9-12
21 A97 P2 9-12
10 A58 P10 1-3
2 A22 P8 3-5
3 A45 P1 3-5
5 A77 P5 1-3
25 A7 P10 1-3
27 A20 P7 1-3
4 A97 P1 1-3
5 A81 P3 3-5
16 A32 P6 1-3
18 A77 P1 1-3
6 A56 P1 3-5
23 A16 P8 3-5
22 A26 P1 3-5
26 A91 P1 9-12
9 A96 P6 1-3
17 A98 P10 3-5
12 A54 P3 1-3
5 A51 P1 9-12
15 A13 P9 1-3
22 A74 P6 3-5
18 A91 P10 9-12
28 A47 P4 1-3
27 A56 P6 3-5
30 A82 P6 3-5
23 A91 P10 9-12
10 A14 P6 9-12
29 A17 P2 9-12
22 A50 P8 3-5
1 A23 P8 1-3
14 A92 P5 9-12
24 A85 P1 1-3
28 A5 P3 1-3
24 A97 P7 9-12
4 A46 P9 3-5
1 A11 P6 3-5
2 A69 P10 3-5
26 A19 P5 3-5
25 A9 P6 1-3
30 A96 P6 3-5
4 A82 P6 1-3
9 A60 P3 9-12
6 A87 P4 9-12
20 A18 P10 3-5
21 A5 P2 9-12
13 A1 P1 3-5
28 A47 P4 9-12
19 A81 P10 3-5
2 A3 P10 9-12
6 A46 P1 9-12
20 A83 P7 3-5
5 A32 P5 1-3
21 A28 P3 3-5
16 A60 P7 1-3
20 A0 P9 9-12
4 A6 P4 1-3
18 A77 P6 1-3
8 A46 P2 1-3
25 A77 P1 1-3
27 A56 P6 3-5
25 A45 P9 1-3
17 A90 P2 9-12
11 A47 P9 1-3
9 A63 P9 1-3
20 A1 P7 9-12
9 A32 P8 3-5
4 A54 P3 9-12
5 A34 P9 1-3
23 A25 P6 9-12
24 A91 P4 9-12
16 A2 P1 3-5
20 A15 P6 3-5
20 A19 P1 1-3
11 A98 P6 1-3
2 A97 P5 3-5
3 A92 P6 1-3
12 A83 P1 1-3
9 A93 P6 9-12
2 A88 P1 9-12
30 A85 P1 1-3
14 A8 P10 1-3
30 A74 P6 9-12
11 A5 P7 9-12
27 A56 P6 3-5
1 A32 P5 9-12
3 A66 P4 9-12
8 A82 P9 9-12
6 A3 P10 9-12
7 A59 P2 1-3
10 A97 P8 3-5
6 A44 P10 9-12
29 A41 P2 1-3
12 A50 P6 1-3
13 A65 P5 3-5
14 A67 P10 3-5
28 A71 P7 1-3
15 A32 P8 9-12
12 A82 P6 3-5
3 A40 P9 1-3
9 A94 P5 3-5
21 A84 P3 3-5
13 A33 P2 1-3
20 A44 P4 3-5
9 A25 P2 3-5
27 A7 P10 9-12
16 A78 P3 9-12
19 A67 P7 1-3
9 A18 P3 9-12
26 A95 P8 3-5
15 A94 P6 1-3
24 A33 P5 1-3
14 A37 P2 3-5
15 A6 P2 9-12
23 A6 P10 1-3
26 A42 P3 3-5
13 A51 P1 1-3
6 A66 P2 3-5
21 A29 P1 9-12
19 A36 P8 1-3
19 A19 P1 3-5
18 A78 P3 9-12
15 A78 P3 1-3
5 A1 P7 3-5
20 A17 P2 3-5
16 A31 P5 1-3
13 A15 P6 3-5
24 A30 P1 9-12
3 A12 P5 9-12
9 A91 P6 9-12
16 A34 P8 9-12
27 A22 P5 3-5
24 A72 P3 3-5
9 A11 P10 3-5
10 A96 P3 1-3
29 A86 P10 1-3
15 A75 P1 9-12
7 A46 P6 1-3
6 A80 P6 9-12
29 A17 P10 3-5
27 A26 P8 3-5
10 A28 P1 1-3
19 A41 P9 1-3
19 A16 P8 3-5
27 A92 P8 3-5
19 A0 P1 9-12
24 A16 P7 9-12
19 A21 P8 3-5
19 A15 P9 3-5
21 A74 P6 9-12
28 A20 P3 3-5
24 A5 P3 9-12
8 A77 P2 1-3
6 A54 P10 9-12
7 A55 P3 1-3
7 A88 P1 3-5
23 A38 P1 3-5
18 A72 P8 9-12
4 A93 P4 1-3
17 A1 P9 3-5
24 A5 P3 9-12
17 A66 P2 3-5
1 A26 P7 3-5
6 A42 P6 1-3
29 A29 P1 1-3
6 A39 P2 9-12
30 A37 P3 3-5
10 A87 P9 1-3
4 A23 P5 3-5
23 A87 P10 3-5
3 A41 P10 3-5
23 A44 P9 3-5
1 A28 P1 9-12
21 A57 P6 9-12
6 A33 P3 9-12
27 A86 P3 1-3
5 A11 P5 1-3
26 A42 P8 3-5
23 A51 P1 3-5
29 A34 P6 3-5
28 A95 P6 9-12
27 A78 P3 1-3
26 A19 P1 9-12
2 A2 P7 3-5
10 A94 P2 1-3
5 A94 P1 1-3
15 A16 P2 3-5
29 A52 P1 9-12
27 A79 P3 3-5
16 A37 P3 9-12
4 A44 P4 1-3
15 A88 P4 9-12
7 A88 P9 3-5
16 A62 P5 9-12
21 A79 P9 3-5
24 A86 P3 9-12
2 A22 P4 9-12
30 A73 P2 9-12
21 A70 P8 3-5
1 A62 P4 9-12
5 A32 P2 9-12
30 A95 P4 3-5
19 A14 P7 9-12
2 A88 P6 3-5
10 A42 P6 3-5
19 A67 P3 1-3
29 A61 P9 3-5
24 A7 P2 9-12
22 A69 P3 9-12
9 A63 P10 1-3
25 A33 P10 1-3
3 A9 P9 9-12
11 A61 P2 1-3
6 A41 P6 1-3
28 A29 P9 1-3
20 A13 P7 1-3
5 A44 P3 9-12
26 A71 P7 9-12
15 A39 P7 1-3
20 A55 P1 9-12
19 A61 P2 3-5
2 A88 P1 1-3
22 A65 P10 3-5
5 A13 P7 3-5
4 A36 P1 3-5
2 A11 P6 3-5
10 A95 P7 9-12
11 A14 P4 9-12
13 A49 P3 9-12
6 A72 P10 9-12
25 A95 P1 9-12
19 A58 P6 1-3
1 A15 P5 3-5
25 A69 P8 9-12
21 A33 P10 1-3
16 A87 P10 9-12
10 A47 P7 1-3
7 A83 P5 9-12
17 A76 P2 3-5
8 A30 P6 3-5
27 A44 P1 3-5
30 A12 P7 1-3
21 A4 P2 1-3
12 A38 P1 9-12
15 A84 P1 3-5
30 A32 P6 9-12
17 A93 P7 9-12
7 A90 P8 9-12
16 A80 P8 9-12
5 A32 P8 9-12
28 A85 P1 1-3
15 A9 P7 9-12
3 A7 P2 1-3
29 A58 P4 3-5
23 A46 P9 1-3
21 A45 P9 3-5
9 A67 P2 3-5
16 A58 P2 9-12
14 A49 P5 1-3
9 A28 P5 1-3
15 A99 P3 9-12
6 A13 P2 1-3
21 A19 P1 3-5
16 A15 P1 3-5
13 A5 P4 9-12
8 A1 P7 3-5
30 A87 P4 9-12
10 A56 P6 3-5
11 A0 P8 9-12
11 A35 P10 3-5
17 A50 P8 1-3
24 A2 P6 3-5
5 A89 P8 9-12
29 A74 P6 9-12
16 A51 P10 1-3
21 A46 P5 1-3
17 A28 P5 9-12
7 A35 P2 9-12
16 A47 P1 1-3
10 A58 P9 1-3
17 A29 P1 1-3
7 A73 P5 9-12
4 A55 P6 9-12
27 A20 P10 1-3
15 A7 P4 1-3
28 A9 P1 1-3
9 A55 P1 1-3
2 A65 P5 3-5
29 A42 P8 3-5
8 A0 P8 3-5
26 A17 P7 3-5
1 A62 P6 1-3
14 A32 P8 9-12
2 A87 P10 3-5
24 A94 P5 1-3
1 A24 P4 3-5
8 A2 P1 3-5
10 A73 P2 9-12
12 A4 P7 1-3
8 A29 P2 1-3
23 A94 P6 3-5
11 A59 P10 3-5
2 A67 P4 1-3
13 A63 P6 3-5
29 A30 P7 9-12
23 A9 P6 9-12
29 A17 P2 3-5
11 A19 P7 9-12
21 A29 P1 1-3
9 A30 P8 9-12
9 A15 P3 3-5
17 A58 P5 1-3
21 A68 P1 9-12
19 A17 P4 3-5
10 A95 P6 3-5
21 A63 P3 1-3
17 A56 P3 3-5
5 A24 P9 3-5
10 A26 P1 9-12
27 A87 P8 9-12
2 A33 P8 1-3
9 A2 P10 3-5
5 A32 P4 9-12
4 A50 P8 1-3
26 A19 P7 1-3
4 A50 P8 1-3
20 A67 P1 3-5
6 A97 P9 3-5
20 A18 P1 9-12
11 A33 P1 1-3
6 A32 P8 9-12
22 A40 P6 9-12
19 A91 P10 3-5
8 A44 P4 1-3
10 A79 P5 1-3
1 A53 P7 3-5
22 A54 P9 3-5
26 A30 P7 3-5
7 A74 P8 9-12
22 A75 P9 1-3
23 A64 P9 3-5
9 A93 P3 9-12
15 A24 P9 9-12
25 A7 P3 3-5
2 A78 P3 9-12
2 A92 P2 9-12
21 A27 P6 3-5
6 A6 P2 9-12
27 A24 P8 3-5
13 A69 P6 9-12
2 A97 P10 9-12
26 A5 P4 9-12
14 A37 P5 3-5
20 A77 P7 3-5
12 A46 P2 1-3
14 A96 P5 9-12
10 A87 P6 1-3
6 A13 P8 3-5
27 A63 P9 3-5
9 A90 P9 9-12
12 A32 P10 9-12
9 A90 P9 1-3
7 A73 P8 1-3
28 A84 P5 1-3
30 A21 P9 1-3
12 A1 P7 9-12
10 A91 P7 9-12
14 A44 P3 1-3
22 A71 P7 3-5
10 A52 P4 1-3
20 A72 P8 9-12
26 A64 P9 3-5
19 A7 P7 9-12
25 A92 P8 1-3
7 A35 P8 1-3
2 A23 P2 1-3
28 A86 P4 9-12
30 A95 P2 1-3
18 A41 P6 1-3
24 A62 P3 1-3
12 A4 P7 3-5
23 A0 P8 9-12
25 A87 P5 9-12
13 A76 P5 3-5
15 A12 P4 9-12
12 A89 P6 3-5
23 A80 P3 1-3
24 A77 P2 9-12
6 A93 P10 3-5
18 A67 P7 3-5
7 A94 P5 1-3
28 A74 P2 9-12
27 A66 P6 1-3
7 A57 P6 3-5
9 A98 P10 9-12
5 A32 P3 3-5
16 A33 P7 1-3
25 A50 P5 3-5
20 A79 P8 9-12
15 A56 P9 3-5
17 A94 P5 9-12
7 A8 P9 1-3
18 A72 P7 3-5
18 A77 P2 1-3
26 A65 P4 9-12
23 A91 P4 3-5
3 A73 P1 9-12
15 A13 P4 1-3
22 A58 P2 9-12
15 A26 P4 3-5
14 A45 P3 1-3
18 A80 P7 9-12
10 A52 P1 3-5
12 A33 P2 9-12
8 A68 P8 3-5
12 A61 P2 3-5
24 A80 P1 9-12
17 A49 P5 3-5
13 A71 P7 3-5
13 A77 P2 1-3
17 A33 P2 1-3
22 A89 P10 9-12
23 A20 P6 3-5
19 A27 P2 3-5
8 A58 P7 9-12
24 A7 P1 1-3
10 A47 P9 3-5
8 A44 P8 3-5
22 A1 P1 3-5
8 A32 P3 9-12
17 A39 P5 9-12
25 A30 P4 3-5
2 A82 P9 3-5
28 A7 P10 3-5
28 A19 P2 1-3
5 A53 P3 3-5
27 A52 P3 1-3
29 A87 P2 9-12
18 A23 P2 3-5
5 A14 P7 3-5
7 A30 P5 3-5
22 A14 P10 1-3
3 A70 P1 1-3
9 A94 P5 1-3
7 A39 P7 9-12
10 A6 P1 9-12
26 A68 P5 3-5
18 A21 P7 3-5
25 A99 P4 9-12
2 A62 P6 9-12
17 A94 P4 1-3
29 A27 P6 3-5
28 A27 P5 9-12
2 A65 P8 3-5
28 A80 P10 3-5
18 A77 P4 9-12
10 A58 P8 1-3
10 A80 P8 3-5
27 A28 P1 1-3
9 A43 P9 9-12
11 A85 P3 3-5
12 A78 P3 1-3
10 A52 P9 1-3
16 A93 P3 3-5
6 A53 P6 9-12
30 A68 P7 1-3
18 A22 P4 9-12
8 A44 P8 1-3
16 A31 P7 9-12
21 A93 P3 3-5
2 A23 P2 1-3
21 A13 P8 1-3
13 A25 P8 1-3
28 A84 P3 3-5
4 A30 P4 9-12
14 A5 P8 1-3
16 A3 P10 9-12
12 A49 P4 9-12
11 A90 P9 1-3
12 A94 P5 3-5
22 A46 P1 3-5
6 A43 P8 3-5
14 A58 P5 1-3
28 A42 P4 1-3
19 A17 P1 3-5
8 A44 P8 1-3
29 A92 P2 1-3
14 A59 P7 3-5
12 A9 P5 9-12
22 A80 P10 9-12
17 A80 P9 9-12
7 A63 P6 1-3
25 A25 P3 1-3
30 A14 P1 9-12
11 A17 P1 3-5
18 A13 P2 1-3
2 A2 P10 1-3
2 A52 P7 1-3
14 A91 P10 9-12
7 A75 P9 1-3
22 A32 P7 3-5
29 A5 P3 9-12
3 A78 P6 1-3
7 A66 P6 9-12
7 A90 P2 3-5
27 A58 P5 9-12
1 A69 P10 9-12
20 A47 P9 1-3
29 A76 P9 3-5
26 A64 P3 3-5
11 A80 P2 9-12
7 A84 P1 9-12
21 A88 P1 1-3
4 A13 P7 1-3
15 A20 P1 9-12
23 A93 P8 3-5
26 A31 P8 1-3
5 A74 P6 1-3
18 A53 P4 9-12
3 A20 P8 3-5
20 A76 P5 3-5
1 A2 P7 1-3
19 A72 P2 3-5
11 A83 P10 1-3
21 A92 P10 9-12
5 A25 P6 9-12
26 A79 P6 1-3
15 A31 P1 1-3
16 A93 P3 1-3
29 A25 P10 3-5
16 A92 P10 1-3
23 A90 P6 9-12
16 A74 P3 3-5
27 A17 P4 3-5
6 A46 P8 1-3
24 A11 P2 3-5
4 A77 P10 9-12
3 A7 P9 1-3
25 A92 P10 9-12
20 A27 P7 3-5
19 A80 P3 3-5
25 A45 P10 9-12
23 A25 P7 9-12
11 A2 P1 9-12
26 A1 P2 3-5
7 A12 P4 1-3
21 A94 P5 1-3
3 A15 P4 3-5
6 A55 P6 9-12
19 A24 P9 9-12
18 A68 P6 9-12
21 A92 P1 9-12
16 A57 P10 3-5
26 A19 P2 3-5
23 A96 P6 1-3
24 A76 P2 1-3
22 A57 P3 1-3
24 A78 P3 9-12
26 A34 P8 1-3
26 A19 P1 1-3
23 A3 P10 9-12
19 A44 P7 1-3
19 A17 P1 3-5
20 A26 P7 9-12
13 A41 P6 9-12
29 A16 P8 3-5
4 A58 P2 1-3
26 A64 P10 3-5
9 A19 P7 1-3
3 A92 P9 3-5
23 A35 P1 3-5
26 A98 P6 3-5
10 A81 P5 3-5
17 A44 P9 9-12
29 A48 P7 9-12
24 A57 P7 3-5
6 A7 P10 9-12
25 A2 P4 3-5
28 A44 P8 3-5
13 A17 P2 3-5
21 A78 P3 1-3
14 A78 P1 1-3
2 A91 P1 3-5
25 A58 P3 1-3
24 A85 P4 3-5
21 A51 P5 1-3
21 A2 P7 1-3
22 A67 P3 9-12
11 A78 P3 1-3
27 A9 P6 1-3
28 A29 P10 9-12
27 A76 P4 9-12
21 A7 P4 3-5
16 A73 P2 9-12
23 A20 P1 1-3
27 A61 P2 3-5
16 A83 P4 9-12
13 A68 P1 1-3
10 A42 P6 9-12
25 A75 P6 1-3
11 A27 P9 9-12
29 A14 P7 3-5
1 A26 P6 1-3
21 A40 P9 9-12
10 A48 P7 9-12
4 A77 P2 1-3
1 A76 P6 3-5
9 A66 P4 9-12
28 A3 P10 9-12
12 A19 P1 9-12
26 A19 P4 3-5
18 A41 P10 1-3
19 A72 P7 1-3
14 A41 P8 1-3
9 A96 P6 9-12
17 A29 P10 1-3
16 A30 P10 1-3
19 A52 P6 9-12
1 A85 P3 1-3
24 A91 P10 9-12
27 A37 P1 3-5
7 A10 P2 9-12
19 A37 P6 3-5
17 A76 P2 3-5
5 A37 P3 3-5
26 A68 P8 1-3
11 A55 P9 1-3
6 A40 P3 9-12
24 A82 P6 9-12
23 A59 P4 3-5
4 A87 P7 9-12
19 A39 P4 9-12
12 A70 P1 1-3
16 A15 P10 3-5
10 A70 P5 9-12
18 A73 P7 9-12
18 A16 P1 9-12
11 A53 P1 9-12
30 A84 P3 9-12
7 A84 P10 9-12
24 A10 P10 3-5
30 A50 P2 1-3
30 A68 P8 1-3
5 A82 P6 3-5
27 A27 P8 1-3
2 A57 P4 9-12
17 A53 P2 9-12
24 A22 P5 3-5
30 A22 P8 1-3
20 A84 P4 3-5
16 A31 P1 1-3
7 A74 P1 3-5
20 A72 P7 1-3
14 A51 P6 3-5
13 A7 P8 3-5
17 A10 P3 3-5
3 A53 P7 9-12
18 A77 P2 9-12
6 A75 P4 9-12
9 A60 P4 9-12
6 A10 P7 1-3
26 A61 P2 3-5
24 A70 P5 9-12
26 A19 P8 9-12
30 A25 P9 1-3
3 A16 P8 3-5
26 A64 P3 3-5
23 A35 P8 3-5
16 A74 P2 1-3
19 A55 P6 9-12
25 A27 P4 9-12
14 A77 P1 3-5
22 A94 P5 3-5
23 A66 P1 3-5
15 A25 P9 9-12
24 A95 P8 9-12
8 A30 P4 3-5
13 A99 P3 9-12
23 A1 P1 1-3
10 A70 P4 1-3
23 A89 P10 1-3
20 A12 P5 9-12
8 A44 P1 9-12
20 A7 P10 3-5
14 A2 P1 3-5
15 A24 P9 3-5
27 A13 P7 1-3
7 A57 P10 3-5
4 A0 P3 9-12
28 A1 P6 1-3
15 A81 P10 3-5
29 A38 P9 3-5
17 A18 P8 9-12
12 A62 P7 1-3
20 A10 P6 1-3
20 A90 P2 3-5
15 A81 P10 1-3
13 A92 P10 1-3
17 A5 P3 1-3
17 A97 P7 3-5
9 A0 P8 9-12
30 A13 P8 1-3
3 A73 P6 9-12
15 A77 P2 3-5
25 A28 P3 1-3
1 A89 P9 1-3
30 A86 P2 9-12
29 A45 P9 1-3
12 A87 P3 3-5
24 A83 P4 3-5
30 A36 P1 3-5
27 A93 P1 9-12
13 A65 P2 1-3
22 A45 P9 3-5
16 A47 P9 3-5
17 A5 P3 1-3
3 A4 P8 3-5
14 A6 P1 9-12
2 A71 P10 9-12
19 A82 P6 9-12
2 A65 P10 3-5
12 A32 P4 9-12
20 A80 P9 9-12
10 A52 P8 3-5
30 A80 P3 3-5
14 A76 P7 3-5
23 A96 P6 3-5
17 A92 P10 3-5
25 A73 P2 9-12
30 A19 P10 1-3
10 A56 P8 3-5
12 A13 P8 3-5
8 A74 P6 9-12
2 A78 P3 9-12
9 A46 P1 1-3
5 A85 P1 3-5
20 A50 P5 1-3
26 A64 P7 3-5
16 A70 P10 9-12
24 A85 P10 3-5
3 A95 P10 1-3
23 A34 P6 1-3
4 A32 P9 3-5
18 A17 P2 9-12
24 A50 P1 1-3
10 A1 P2 3-5
14 A99 P8 3-5
8 A82 P2 1-3
20 A66 P5 3-5
20 A77 P7 3-5
18 A29 P1 1-3
2 A34 P8 3-5
6 A30 P4 9-12
21 A59 P9 3-5
7 A23 P2 3-5
28 A22 P7 1-3
30 A15 P10 1-3
24 A69 P10 3-5
10 A47 P6 3-5
3 A99 P6 1-3
14 A60 P1 3-5
19 A13 P8 3-5
9 A94 P1 1-3
13 A76 P7 3-5
18 A19 P3 1-3
25 A58 P6 1-3
2 A53 P4 9-12
27 A60 P7 9-12
11 A96 P6 1-3
21 A84 P2 3-5
25 A92 P4 1-3
4 A68 P8 1-3
20 A80 P6 3-5
14 A55 P6 3-5
30 A47 P9 3-5
25 A91 P10 9-12
25 A97 P6 9-12
18 A22 P4 3-5
17 A90 P1 9-12
27 A82 P8 9-12
9 A97 P5 3-5
10 A87 P9 9-12
24 A87 P8 9-12
11 A51 P7 3-5
8 A44 P5 9-12
19 A87 P8 9-12
10 A95 P4 1-3
1 A8 P8 1-3
23 A53 P10 9-12
29 A55 P2 1-3
17 A79 P1 1-3
29 A88 P1 1-3
6 A90 P3 1-3
2 A73 P2 9-12
25 A79 P6 1-3
25 A92 P10 1-3
2 A65 P6 9-12
15 A90 P2 3-5
8 A32 P6 1-3
16 A99 P4 1-3
29 A46 P8 1-3
15 A99 P6 9-12
27 A91 P10 3-5
20 A62 P5 9-12
27 A55 P5 3-5
16 A86 P3 1-3
24 A0 P9 3-5
19 A35 P2 3-5
20 A24 P8 3-5
2 A71 P1 3-5
19 A96 P6 9-12
26 A19 P1 3-5
8 A84 P7 1-3
21 A81 P10 3-5
11 A87 P5 1-3
24 A79 P6 1-3
3 A88 P8 1-3
12 A87 P7 9-12
2 A74 P6 9-12
4 A94 P5 3-5
4 A36 P1 3-5
28 A42 P9 1-3
18 A6 P10 9-12
18 A86 P4 9-12
15 A43 P6 9-12
15 A75 P5 9-12
18 A84 P6 3-5
11 A91 P3 3-5
12 A73 P2 9-12
13 A94 P3 3-5
1 A6 P1 9-12
6 A60 P1 1-3
17 A1 P3 3-5
30 A68 P7 9-12
17 A33 P10 1-3
5 A53 P9 1-3
18 A84 P1 3-5
24 A95 P3 3-5
21 A51 P6 3-5
18 A59 P9 1-3
23 A66 P9 3-5
30 A45 P5 1-3
12 A50 P1 1-3
16 A39 P8 9-12
29 A78 P7 9-12
7 A57 P10 3-5
5 A13 P8 1-3
9 A92 P5 1-3
16 A77 P6 9-12
21 A6 P5 9-12
21 A77 P2 1-3
29 A46 P9 1-3
29 A73 P8 9-12
26 A1 P9 9-12
11 A82 P10 9-12
9 A87 P8 9-12
7 A80 P10 9-12
28 A38 P8 3-5
13 A58 P9 1-3
9 A42 P3 3-5
13 A85 P10 1-3
10 A68 P8 1-3
24 A5 P6 3-5
8 A82 P6 3-5
13 A86 P9 9-12
17 A75 P8 1-3
1 A68 P10 9-12
27 A95 P4 3-5
26 A68 P4 3-5
27 A96 P4 1-3
25 A28 P2 1-3
18 A77 P6 9-12
12 A90 P3 3-5
12 A28 P8 3-5
24 A63 P3 9-12
19 A5 P4 9-12
20 A28 P5 9-12
9 A18 P1 9-12
18 A21 P7 1-3
16 A51 P1 1-3
22 A6 P6 1-3
18 A69 P10 9-12
5 A86 P1 9-12
26 A68 P8 1-3
24 A42 P1 1-3
9 A86 P9 3-5
23 A36 P1 1-3
25 A75 P3 1-3
9 A97 P10 9-12
27 A61 P2 3-5
15 A93 P5 1-3
25 A95 P4 1-3
15 A56 P3 3-5
21 A43 P9 1-3
21 A93 P9 9-12
23 A81 P1 1-3
15 A11 P10 3-5
29 A8 P7 9-12
25 A87 P6 9-12
14 A40 P10 3-5
9 A63 P9 1-3
17 A39 P9 1-3
3 A0 P3 9-12
15 A23 P4 1-3
8 A44 P1 1-3
7 A45 P2 9-12
22 A24 P1 3-5
6 A4 P7 3-5
5 A32 P1 1-3
5 A85 P8 1-3
14 A28 P1 1-3
22 A14 P9 3-5
19 A94 P1 3-5
17 A13 P3 1-3
18 A24 P9 3-5
23 A14 P10 9-12
18 A43 P10 3-5
8 A0 P1 9-12
9 A78 P7 1-3
4 A74 P3 9-12
22 A85 P1 9-12
30 A52 P4 3-5
20 A2 P10 3-5
14 A94 P10 1-3
22 A48 P8 9-12
2 A19 P4 1-3
7 A64 P1 1-3
25 A81 P7 1-3
29 A83 P7 3-5
5 A32 P6 3-5
9 A62 P9 3-5
23 A64 P6 3-5
28 A71 P9 3-5
19 A94 P5 3-5
9 A9 P9 3-5
23 A50 P6 1-3
20 A50 P5 3-5
30 A23 P10 3-5
1 A53 P10 9-12
6 A51 P6 3-5
23 A70 P1 3-5
9 A56 P6 3-5
16 A22 P8 3-5
6 A44 P3 1-3
14 A49 P3 9-12
8 A31 P1 3-5
25 A40 P7 9-12
14 A39 P1 9-12
28 A13 P8 9-12
11 A43 P5 9-12
27 A62 P6 1-3
10 A51 P3 3-5
20 A56 P2 3-5
30 A57 P9 3-5
21 A41 P4 9-12
15 A99 P1 1-3
28 A28 P4 1-3
25 A83 P3 9-12
26 A81 P5 1-3
8 A40 P2 1-3
7 A28 P5 1-3
8 A1 P9 3-5
16 A64 P6 9-12
9 A67 P7 1-3
27 A37 P3 3-5
9 A79 P7 1-3
20 A52 P1 3-5
4 A12 P8 9-12
9 A84 P1 3-5
8 A31 P6 1-3
26 A19 P5 3-5
29 A98 P4 1-3
13 A18 P9 3-5
6 A20 P3 3-5
6 A89 P10 1-3
12 A70 P4 9-12
13 A97 P3 3-5
5 A0 P9 1-3
16 A58 P7 9-12
22 A72 P6 9-12
2 A72 P8 1-3
9 A10 P10 9-12
20 A38 P4 3-5
16 A86 P10 3-5
7 A97 P7 1-3
30 A39 P6 1-3
26 A90 P3 9-12
3 A36 P1 3-5
22 A42 P5 3-5
11 A20 P1 9-12
26 A65 P9 3-5
3 A64 P4 3-5
7 A93 P3 3-5
1 A8 P6 3-5
23 A25 P6 3-5
18 A43 P9 9-12
16 A73 P2 9-12
8 A44 P2 1-3
22 A23 P2 1-3
16 A51 P3 9-12
26 A19 P4 9-12
3 A21 P1 3-5
24 A77 P7 9-12
9 A21 P9 9-12
16 A13 P9 1-3
15 A92 P10 1-3
13 A44 P2 3-5
4 A37 P9 9-12
8 A44 P8 1-3
11 A70 P1 3-5
30 A64 P4 3-5
16 A77 P2 9-12
25 A2 P7 1-3
25 A8 P9 1-3
6 A23 P8 9-12
10 A87 P7 9-12
21 A92 P10 1-3
12 A25 P9 1-3
10 A14 P7 3-5
20 A68 P8 9-12
17 A74 P6 1-3
11 A91 P8 1-3
28 A48 P6 9-12
28 A38 P8 1-3
13 A65 P8 3-5
28 A50 P8 1-3
24 A46 P2 3-5
21 A27 P9 3-5
3 A85 P4 1-3
12 A35 P2 3-5
3 A77 P2 1-3
27 A33 P1 1-3
7 A39 P6 1-3
16 A91 P7 1-3
7 A18 P8 9-12
20 A72 P5 3-5
12 A3 P10 9-12
19 A14 P7 9-12
27 A1 P1 3-5
2 A12 P7 3-5
13 A47 P1 1-3
20 A89 P5 9-12
10 A54 P6 3-5
26 A23 P7 3-5
16 A51 P9 1-3
26 A19 P5 9-12
11 A77 P2 1-3
23 A91 P2 9-12
17 A5 P1 9-12
9 A39 P2 9-12
26 A19 P8 9-12
12 A84 P1 3-5
20 A56 P10 9-12
20 A89 P8 1-3
16 A35 P2 3-5
23 A59 P2 1-3
20 A5 P1 9-12
26 A12 P5 3-5
25 A17 P4 3-5
22 A77 P4 1-3
10 A96 P6 3-5
25 A31 P1 3-5
8 A69 P4 9-12
30 A96 P1 3-5
6 A47 P9 3-5
18 A92 P3 3-5
11 A63 P6 9-12
24 A17 P2 9-12
7 A52 P1 1-3
16 A13 P4 1-3
1 A18 P5 3-5
24 A55 P6 1-3
10 A91 P4 9-12
25 A95 P8 3-5
12 A68 P10 1-3
20 A20 P1 1-3
8 A32 P7 9-12
6 A70 P1 1-3
8 A11 P2 3-5
12 A26 P7 1-3
3 A30 P4 3-5
24 A33 P5 9-12
16 A94 P6 1-3
15 A34 P10 3-5
14 A63 P5 1-3
5 A0 P4 3-5
22 A1 P6 9-12
21 A55 P2 1-3
16 A36 P10 3-5
27 A74 P5 9-12
19 A51 P6 1-3
4 A29 P3 1-3
19 A61 P2 1-3
14 A51 P3 1-3
22 A13 P8 3-5
14 A62 P8 3-5
4 A88 P10 1-3
30 A44 P4 3-5
12 A75 P1 3-5
16 A97 P4 3-5
17 A67 P8 3-5
29 A18 P3 9-12
19 A39 P7 3-5
3 A65 P9 1-3
7 A17 P2 1-3
30 A7 P2 3-5
28 A31 P5 1-3
4 A72 P9 9-12
7 A25 P3 3-5
21 A24 P6 3-5
18 A71 P7 3-5
1 A31 P3 1-3
25 A36 P6 3-5
28 A92 P4 3-5
8 A76 P2 9-12
25 A12 P10 3-5
25 A39 P7 9-12
23 A10 P1 3-5
10 A55 P7 9-12
26 A19 P1 1-3
25 A92 P1 1-3
3 A16 P8 9-12
8 A40 P1 3-5
29 A32 P6 9-12
4 A10 P4 3-5
17 A75 P8 9-12
23 A74 P6 1-3
3 A96 P6 3-5
6 A94 P1 9-12
21 A40 P1 9-12
22 A13 P1 9-12
2 A65 P10 1-3
3 A13 P6 1-3
24 A99 P2 3-5
21 A67 P1 1-3
21 A54 P8 9-12
4 A12 P4 9-12
27 A56 P6 3-5
16 A78 P6 1-3
15 A71 P10 3-5
14 A67 P9 1-3
11 A97 P7 3-5
28 A70 P1 3-5
13 A40 P6 3-5
25 A89 P6 1-3
21 A85 P9 1-3
8 A94 P1 3-5
8 A11 P2 3-5
13 A77 P5 3-5
16 A69 P1 9-12
27 A57 P2 3-5
13 A97 P7 3-5
18 A16 P8 1-3
3 A15 P4 3-5
